round,accuracy
1,68.5900
2,68.5900
3,76.7800
4,79.7300
5,86.5000
6,85.3100
7,89.2800
8,87.1100
9,89.1100
10,88.7900
11,91.5400
12,90.7400
13,91.0100
14,89.2400
15,92.2400
16,92.2500
17,91.6000
18,92.0800
19,92.0300
20,92.7300
21,92.6300
22,92.5300
23,93.2700
24,92.4600
25,93.4400
26,93.6500
27,92.9900
28,94.8300
29,94.4900
30,94.4900
31,94.2900
32,94.3100
33,94.8700
34,94.6000
35,95.0400
